twitter,ADE_or_not
"Whenever I tell my mom about a boy being mean to me she always says ""Is he on Prozac? He is, isn't he?"" What are you saying mom?!",0
"@wenbellings prescription, I have zoplicone, nice and gentle but work. I have Zometa to keep the bones strong and control the tumours",0
"this programme is annoying me now, they just weren't prescribing the Victoza properly",0
"T.O just took one of my vyvanse, game over",0
I love fluoxetine...,0
Did you know that in the US they put Fluoxetine in the main water supplies. This ingredient is also known as Prozac! :(,0
Comparison of 4 antipsychotics in patients over 40 with psychiatric disorders. quetiapine least safe http://1.usa.gov/14mFdY1  @MedClerkships,0
I don't even smoke and I need nicotine right now haha,0
Will science ever isolate the component of nicotine that turns a person into a littering dipshit?,0
"@JellyBruhh yeah haha my doctor's stupid he's like ""it'll help you take your mind off being depressed"" haha imma get on that cymbalta hype",0
This Seroquel Got Me ONNNNNNN ` Smh I'm Off Here .,0
VENLAFAXINE MORE LIKE LESSVOICESINYOURHEADAZINE AM I RIGHT GUYS?,0
@Steigerworld Conte's twitter said the testosterone is taken via troches (lozenge) said you can pop them like life savers,0
anyone have adderall or vyvanse they wanna give me?,0
"The sultry, smug, douchy voice of JOE BUCK. Would you like a throat lozenge? #BaseballNightinAmerica #Redsox #Angels",0
Wow. Just wow. I hope Cipro works for him. It's a beast of a drug sometimes. @BryanMPoynter,0
I'm surprisingly perky to say I'm three days off my prozac.,0
"The original court was hour-glass in design, with straight sides and a lozenge-shaped service area within the court, marked out with tapes.",0
"@pharmacy_care #FDA has approved #paroxetine which is, a SSRI, to treat moderate to severe hot flashes associated with #menopause.",0
I swear Trazodone is my better half. ,0
"I'm horse tranquilizer, y'all just Paxil",0
@PatelSuk no fluoxetine! Sometimes it's ok as inside they're all the same manufacturer but nope.. All different! I hate split packs too.,0
"RT @Awisto: I have a contact ko CIPC (formerly known as Cipro),dm me.",0
I'm useless af without my vyvanse #im #inappropriate,0
"6 staff members held pt down to give geodon. When we finished she says ""y'all are lucky! You couldn't have fucked that out of me!"" 

Ummmmm",0
"With $JNJ #CEO Alex #Gorsky career of corruption (#Risperdal , #hips , #Levaquin , #bribery , #fraud and flat out #stealing ) maybe #resign?",0
Vyvanse are my bestest friend,0
@DrDrewHLN @drdrew #Zimmerman was removed from Vyvanse for mood swings before he was put on Adderall See Med report:pic.twitter.com/g5dXRJKPr5,0
@MS_Hippie21 just on vyvanse and bored lol,0
"Dear Nicotine, I Miss you! but it had to end for 20 years you where my friend A lyrical tweet it has to be, for dear nicotine not my destiny",0
@britlee_harp cipro??? I just had the same issues when I was on it last week...no fun!!!,0
"@SassyPharmD Zyprexa and Risperdal work best from my exp, Ability is junk and Geodon marginal but qt prol is issue & metab sx",0
@DarkRazorZ I started taking Lexapro but they couldn't give me Seroquel so I have to start taking it tomorrow,0
@SocialMediaShan @dsymons I used it with Enbrel and am in remission now. Now my mission is to try to help others the best that I can.,0
"@mirandafields32 depression hurts, cymbalta can help",0
"@Geeky_Taurus I'm not bad, I'm getting by. :)  Just switched to Cimzia from Humira so hoping that works.",0
17 of the top 20 Medicare prescribers of the beta blocker Bystolic got speaking fees from maker Forest Labshttp://www.propublica.org/article/top-medicare-prescribers-rake-in-speaking-fees-from-drugmakers/ …,0
two effexor a day.,0
Took my vyvanse this morning with pinnacle vodka. This is a low,0
"2.5h since 100mg dph, 2h since 200mg quetiapine (and other meds), no restless legs and barely noticeable somnolence",0
Its really cool that when i have people over at my house they decide to steal my ipod and all of my vyvanse. assholes.,0
@joesimpson475 @major___tom In my humble opinion the only reason for prescribing olanzapine is sedation.,0
#FDA Drug Safety Communication: FDA is investigating two  deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU ,0
"@EpilepsySucksUK Oxcarbazepine, lamotrigine & midazolam to control the different types, atonic, tonic clonic (rarely), focal & aura types :(",0
Trazodone just kicked in,0
RT '@Dave_Bugzy #MOH #Shisha delivers the addictive drug nicotine and is at least as toxic as cigarette smoke #WorldNoTobaccoDay,0
"In the FirstWord newsletter: EMA policy on clinical data release, Novartis targets biosimilar Enbrel & more http://bit.ly/fmuOdY  #pharma",0
I'm hoping I wake up to a nice little Prozac surprise,0
Someone get Mike Emerick a lozenge. I don't want to listen to his voice crack all night,0
The studying marathon is over folks.  About to dream about drugs all night #diuretics #benzodiazepines #digoxin #metoprolol ,0
"@azmuscle I can't even imagine! I'm starting #Humira soon, should be interesting.",0
any of my followers take lamictil or effexor??,0
@BLEDNOS Lamictal and trileptal and seroquel...of course the seroquel I take in severe situations because gaining weight is never cool,1
Vyvanse revelations>>>>,0
@SecretSchizo I tried coming off my olanzapine twice in the past 3 years without telling my psych - unfortunately too difficult to come off!,0
"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms",0
"1 power point, 2 short stories, half of a small book, and an epic poem = #longnight and #vyvanse",0
I can't take any antibiotics till tomorrow because I had my Humira today.,0
"@fabsternation Sorry Fab, I can offer some Fluoxetine (Prozac), if that is any help?",0
@almostwell @TheStomaBagLady cimzia is what I'm trying next in a few weeks. If that fails Tysabri is all they know to try. My risk of the..,0
"@HDAwareness cause UCD sayed I had Huntington's disease for like 8 yrs, then said high dose zyprexa caused a false diagnosis. I think I have",1
17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.http://propub.ca/11WKC50 ,0
I think  im  going to go and take my zyprexa I think when your alone all the time that's form of abuse,0
why am i always still up this late?? days go by much smoother with some good sleep...well #klonopin and trazodone with a #doobie might help,0
Can finally resume my #humira tonight. Thank goodness for that. I've never been this excited for a needle. Must mean it works. #crohns,0
"Hello, world! Quetiapine zombie this morning and I have a work call in about 45 minutes. Perfect combination.",1
"I think medicare is catching up.  Sore foot may be broken, for no reason.  UTI symptom ends up some kind of liver thing. Cipro, xrays, etc",0
"@dershep Robax stopped working for me. I had to go to prescription meds, Baclofen.",0
@Joanne__Howe enbrel is a miracle but it made my eyes worse :( so couldn't have it anymore :(,1
"@weswroten Bipolar, major depression. Also, he's on quetiapine because sometimes he sees and hears things.",0
"Hysterical seroquel, that shit is over rated
Fuck getting' faded, yo, I get eliminated",0
"""ParacetamoL, LanzoprazoL, LevofLoxacin, vit"" my dessert after breakfast in the morning...",0
"@GhostlyAspects I had to go get my repeat of Fluoxetine, otherwise I wouldn't have gone out today.",0
"Oh, and the seroquel, I stopped taking that too.",0
*batman voice* do you have a lozenge,0
Has anyone looked at the costs of 6 months of VTE Rx with apixaban vs LMW Heparin plus warfarin?  LMW Heparin is not cheap!,0
Vyvanse run after work... Yep,0
@skinny_the_minx I'm on fluoxetine. Hm :( hope you feel better soon lovely!! Have you got quite a stressful job? X,0
Ate some seroquel ill catch yall tomorrow night #fml,0
Humira shot done - hopefully a lifesaver,0
"SAVOR Trial fails to meet primary endpoint to show superiority of #AstraZeneca, Bristol DPP-4 diabetes drug #Onglyzahttp://www.reuters.com/article/2013/06/19/us-astrazeneca-diabetes-idUSBRE95I06Y20130619 …",0
@wmywifi I'm so in thar right now I need cymbalta,0
"Hey brother, can you spare a Paxil? I'm terrible at this panhandling shit.",0
They have to be putting nicotine into slurpees #addicting,0
@Rachs_charlie has it reduced your seizures!? Am on keppra and vimpat full doses of both and still have 3-7 seizures a week.,0
Nicotine & faded dreams,0
@pueblokc how's your Crohn's?  I'm back on remicade and pentasa after failing at humira and cimzia,0
Someone bring me a lozenge!,0
I need a few Trazodone and a good nights sleep. See you guys. I really hope I wake up to storyline. *grins*,0
"Commercial ad about the medicine Prolia - ""Don't take Prolia if you are allergic to Prolia."" Duh...",0
"Actually it was more like a prison but with nurses instead of guards, olanzapine pill n IM= #zombies",1
FDA approved denosumab (Xgeva for subcutaneous use for the treatment of adults and skeletally mature adolescents,0
"Iwwwwww RT""@Ayuulatif: At humira's house""",0
Surprising mom with a clean house when she gets home from work because VYVANSE!,0
Sometimes I wish I still had nicotine lozenges just so I could put one in my mouth before bed and have crazy dreams #likerightnow,0
@Pitcrewprincess my husband takes lamotrigine and kepra twice a day.,0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" Get me some bananas!! Lol",0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
Generic Drugs as Effective as Amgen's Enbrel (#etanercept) for Arthritis #RA #biologics #biosimilar #biosimilars http://www.nasdaq.com/article/generic-drugs-as-effective-as-amgens-enbrel-for-arthritis-20130611-01122#ixzz2Vz3tFKuU …,0
"BLIND TASTE TEST ON HELL'S KITCHEN

OH HELL YES

THE LARGEST GROUP OF CHAIN SMOKERS ON TV TRYING TO GUESS FOOD ON NICOTINE-TAINTED TONGUES.",0
"There's nice cool breeze coming into the dispensary, somewhere between the olanzapine and the Xanax.",0
I go back in 2 weeks and am determined to lose weight by then and prove her wrong. Should be easier with lamotrigine!,0
@ManuraNanayakka Fluoxetine is not good. It has a lot of side effects. I think counselling is better in helping people with depression.,0
80mg fluoxetine in me nigga,0
"""RT @PromotingGHL: At #MtSinai today for #bonemarrowbiopsy #MRI and #zometa will find out how well the #sct worked! "" Hope all goes well! :)",0
@Dave_johnstone lamotrigine added to regime yesterday x,0
"Cipro is my friend this week, in bed with a kidney infection @IMvindaloo what was in that Pho?",0
"@TweetNomDePlume @jessovenden hello both, I’m on 25mg Seroquel which I take in the mornings. I love a stoned morning. :)",0
"Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""#Did u know#",0
@incurablehippie I rarely see paroxetine used now but venlafaxine is quite prevalent.,0
Casually lying in a sea of lozenge wrappers.,0
@JenKirkman my favorite book in the world w/ my 2 life saving pills Prozac and birth control. Thanks @JenKirkmanpic.twitter.com/d62K3Mgehp,0
"@cherrylipsy2k a bit dodgy coz I've come off the fluoxetine. Did it very gradually and sensibly, but still lots of side-effects! You?",0
@drdrew I recently stopped taking effexor 225 what can i do to ease my withdrawls?I feel miserable right now and very angry.Please any ideas,1
Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
@jessovenden Or Quetiapine as my psychiatrist calls it. It’s 1 of the things I’m on,0
Do U know what Meds R 4 bipolar depression? Currently #FDA approve combo of #olanzapine & #fluoxetine,0
What to do? Not looking forward to cold turkey withdrawals from Pristiq... sense of impending doom. Anxiety only makes the situation worse.,1
@Sydney_Ranae yeah its a biological. Like Humira and cimzia. Remicade wasn't doin much. Cimzia is next.. Well see,0
and this fucking paxil shit doesn't fucking work,0
How about those Leafs @Frankentsleep LMFAO ??? Someone is gonna need extra #Seroquel ;),0
@CCFA pooped out bc i did humira last night :),0
"Rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",1
@Dani_DeeH Thanks (: I no longer have to do both injections. I get to drop Humira (for crohns) but keep Copaxone for MS.,0
The nicotine in chewing tobacco is a deadly poison and it kills your taste buds.,0
AND SHE'S LIKE 'WHY?' ERR CUZ THEY CONTAIN A LIQUID CALLED NICOTINE,0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
